business_id,city,postalCode,stars,price
lXCmTGagqHuPgaeN2g2P1Q,Las Vegas,89142,3.5,2
tk7__jHNlFMsfShjv5CJNQ,Las Vegas,89103,4,2
tuELRpI9dIKY7p59MMernw,Las Vegas,89119,4,3
88pdf6YYPBkn1xjaXJNRsw,Las Vegas,89109,3,4
8bZ49zy4KlFVu5teFETYhQ,Las Vegas,89117,3.5,2
5MfsMof-_ddB6MqdoyMXDQ,Las Vegas,89122,1,2
SAfuIUZMXrOnb3LWyvYjDA,Las Vegas,89123,3.5,2
ybZJ4q8QU72A2E8sOYDuZA,Las Vegas,89117,5,1
a7n0bJFOpkR3uutv_C026g,Las Vegas,89148,3,1
vHIUZzeWg7VxL9Y-hrE43g,Las Vegas,89104,2,2
HTngUd7s8kLBiAbEtd65Ug,Las Vegas,89117,4.5,2
DMMEWBNOJhB9nG_2J1lYvg,Las Vegas,89109,3,2
aidcfUzZLOjWgwlxfv3UlA,Las Vegas,89113,3,2
txrnn0nUe9-RSowaGAG1PA,Las Vegas,89147,3,1
7B5kcuCUkQD3AI3vqFI2cA,Las Vegas,89109,3.5,1
o4hn9FUOQvwSeqQiy5aTaA,Las Vegas,89101,1.5,2
h0ODf_rHyeKegIWuhQ7VMg,Las Vegas,89117,5,1
W3ia8dkoGGRYEfFg_BiyPg,Las Vegas,89119,2.5,1
0VzICXStfUAG3QCEgLPeAA,Las Vegas,89109,3.5,1
039QG6ks4UYNkMA3mcII2A,Las Vegas,89119,4.5,2
e1DfwqDhYQYLKoyHmJu0hQ,Las Vegas,89130,4.5,1
3rFnH0MlGquQApfr4ss13Q,Las Vegas,89109,4,1
6oRpeY9AugWVb3ONCEVHuw,Las Vegas,89104,4.5,1
V78f9CdEVTkKFkyhdTYVrQ,Las Vegas,89108,3.5,2
ghc7Yqr7RkNbj3ydTpGuRQ,Las Vegas,89141,4.5,1
3rJJeMOkVi_wEura5UCQqw,Las Vegas,89128,3.5,2
M5A5r0HbMRfTzidqMKYHfw,Las Vegas,89146,4,1
9phyjc0gaJTRO_YFJDH6mg,Las Vegas,89109,4.5,2
yYkvonvBGZB6UMnpzr6Ryw,Las Vegas,89129,2.5,1
iT_z6pzoK1AbqaBrDbXhlQ,Las Vegas,89146,4,2
#NAME?,Las Vegas,89109,3.5,1
jYU4Nd71giCWpLuj5JIxgg,Las Vegas,89103,3.5,2
URCmJ-uP_2FyHrShsRPycA,Las Vegas,89102,4.5,2
6Ege_N9uJ-rtKIs1TNA8aQ,Las Vegas,89122,2.5,1
vZLrA1A0rNebyMtxBwOCDQ,Las Vegas,89103,4.5,3
kds044HPuEB_HzoR_EHLeQ,Las Vegas,89123,3.5,1
I6qFvR-jVDGqDD_iVG38ng,Las Vegas,89102,3,1
2xbxXWeu3tpZEJdGTTGbLg,Las Vegas,89102,3.5,2
c8XVH6Q_0bmMoPHLy_HKCw,Las Vegas,89109,3.5,3
VR2LTEsJByan97fcYRkl5w,Las Vegas,89101,3,2
i0ToFQWsWPzFEC1eAxBh6Q,Las Vegas,89169,2.5,1
FMOWO7_mj8lSZnV3WqpGiA,Las Vegas,89117,3.5,2
UcBgxABVMc5mo1JLB8t70Q,Las Vegas,89109,3,2
0rQbXoU_f2WQJiWHWFpgkQ,Las Vegas,89104,4,1
7vWb1Afpm2arr8NCaE_EyQ,Las Vegas,89101,4.5,1
31kAtvJIvhXTmttehPbbBw,Las Vegas,89178,4.5,4
0uasL7MepHHQrVNgIhdG3g,Las Vegas,89183,2.5,4
ohz8ljVxcZMo2bMGrBZfgw,Las Vegas,89169,3.5,2
vAbRNF0hJt91oCUpm_sdKw,Las Vegas,89103,3.5,3
BPKTwjz2HZCRWyWHP91mPg,Las Vegas,89135,4,2
cehTmoCXPi0a3FwCE3Tq2Q,Las Vegas,89123,4.5,3
QcdKTLeP3J5Ki-fVcPZkfA,Las Vegas,89146,4,1
Q-dVQgyof9paXKJLwFsn3Q,Las Vegas,89130,2,1
E9cD-weHeU6TMf-VPKfPMQ,Las Vegas,89106,1.5,2
F3jMS4aNQI6tPtjH61decw,Las Vegas,89123,4,1
BIbjBxoiJLS8CnNsSP64TQ,Las Vegas,89119,2,2
drLbXX7aRs7_1QAIVfvM_Q,Las Vegas,89123,4.5,2
MSMWyifL-Ev1Q863HsVdkw,Las Vegas,89121,3,2
eVvnRqb4GSJUfN5k2-9oOQ,Las Vegas,89109,4,2
co9I6wlR0YhP0THsZBGafg,Las Vegas,89106,4.5,1
lJLRn9JArq3pJeUnJbxwkw,Las Vegas,89109,1,1
vKnVb2RJfMBTnBCDooNAvA,Las Vegas,89141,3.5,2
shSYKGuSzXpctURCR9kCFQ,Las Vegas,89139,3,2
2-piM4HDzQh0vJQY3pjQ9g,Las Vegas,89101,4,2
RHOcbuark1YL617_s9L1uw,Las Vegas,89119,4.5,1
v2UKNMDqWN1UaWlK2Ugx2Q,Las Vegas,89117,3.5,1
GMrwDXRlAZU2zj5nH6l4vQ,Las Vegas,89119,4,1
MXpCVzm1V5OH05KO6n7ntA,Las Vegas,89149,5,1
K4z0ODOZNuN2uRnL4IwApw,Las Vegas,89101,3,1
59huubQWzzt8oOfOZ4w29g,Las Vegas,89109,1.5,2
Df9zbwHyE5TLiX8MXhlgJg,Las Vegas,89121,3,4
iRf1L16ozU-rSfE2MtSIlA,Las Vegas,89103,1.5,2
9MOnaiFbZn0UDHRhVf5qzw,Las Vegas,89117,5,2
qVO3l9Q0-KVQE7W9JL9ePw,Las Vegas,89146,4,2
68O4uYCd0YToLOLqHTBSZQ,Las Vegas,89109,5,1
iR_vhTcQbPN_aEk3HxEQ8A,Las Vegas,89102,4,1
I8T4Xsp3Wv7W-RJhsHrTDA,Las Vegas,89135,3.5,1
FQpEfakfaMfByZ6Qe7fn4w,Las Vegas,89108,3.5,1
59J4pWtw-WyDVGxl1EZTgw,Las Vegas,89113,5,2
LO5wXyFY6KUYleg0ZK5xiw,Las Vegas,89104,4.5,2
2qITBvSPsrXJPutDevpNOQ,Las Vegas,89117,2.5,2
2IqODXx1v_CwIKT57Xvp6Q,Las Vegas,89103,3.5,1
iX2c4IzH_L5F6FM5GD3SUQ,Las Vegas,89147,4.5,1
ujHiaprwCQ5ewziu0Vi9rw,Las Vegas,89109,3.5,3
vn-vRefiIb92Y7pniF6ypA,Las Vegas,89121,3.5,1
XrqdUe-uNDYrGYN-mKOJhw,Las Vegas,89147,4.5,2
G1lB2bUf1MT1FZT8TBy62g,Las Vegas,89156,4.5,1
vfqUUh_5KF3R7mz2XiNXGg,Las Vegas,89183,5,2
DVfCbJhJUDWRlUfrKzaKOA,Las Vegas,89102,2,2
Kbidfh24_7-a380tovQeYA,Las Vegas,89146,3.5,2
DUeqWfBI90UBR6xSYQO3uw,Las Vegas,89102,3,2
aBCqrJwXAHnTgO2e_l0v8w,Las Vegas,89104,2,1
CH4my_JJ7PJ2T_4uQX4LwQ,Las Vegas,89183,3,2
32FTAxYkehRO2lozvGszkQ,Las Vegas,89142,3,1
denOutmcto4xiKG6yXfA6g,Las Vegas,89148,4.5,1
oiVpyFXOAdQUHvQLwr-58g,Las Vegas,89119,4.5,2
6hGFtOcrhYeAE0uBUNpgLQ,Las Vegas,89109,4,3
77AfVfvvjfQXslusY8QElg,Las Vegas,89119,3.5,2
rTZVcJZ8G80i6NjLw0SW8Q,Las Vegas,89139,3.5,2
XDYCIRENiT2doRZgwNJ3SA,Las Vegas,89103,2.5,1
hySFMXFqyb7rNuxS8koNrQ,Las Vegas,89141,2.5,1
3KNC2yixPC68n3MyEivl3A,Las Vegas,89123,4,2
H0NlyrD3d-2h9CVLBMZciA,Las Vegas,89120,3.5,2
XCuzeEyhLx2KcXQP9xcGDw,Las Vegas,89123,4,1
jItm9rWFREGUkHMJZRbbPg,Las Vegas,89109,3.5,3
qK7Y3mWKVIBI2pb9J71bUQ,Las Vegas,89109,5,1
xfHTkbMG3pec9RrHPc3RLg,Las Vegas,89134,5,2
0p405x2TRJCPYfHHt1sgTA,Las Vegas,89102,2,2
V7FnGSzQqzmxu6hEx1dv4w,Las Vegas,89109,3.5,2
ppmYIHMCIL5bocUsJSsDWA,Las Vegas,89109,3.5,2
Y_308Bqexth2DepgmpqUsQ,Las Vegas,89106,2.5,2
5yZ1XmDcOEsElDeb9PlPDQ,Las Vegas,89102,4,1
CbiWuJUROs92f-1IRus-0w,Las Vegas,89121,2.5,3
_j2EtQtgLuXGRBfbM5YwZA,Las Vegas,89109,3.5,2
QMf2V4AuQ8li7mt11Tns2g,Las Vegas,89106,2.5,3
g3OqrOFv_jsxPre2UjWGug,Las Vegas,89107,1,4
FAA1WhAqRDUabFTDjVsVvg,Las Vegas,89123,4,1
5ma1OUQWy_Ds80xUiP7JPQ,Las Vegas,89146,4,2
GdK5zQ4kVv55iE3qbdGSKA,Las Vegas,89145,5,2
U_tbcAmi6kgUP262WqsoVA,Las Vegas,89117,4,2
hXY9Yq0nOLgHsWLbjam--A,Las Vegas,89109,3,4
YfPct9b0a0RW7BER702ftw,Las Vegas,89109,4.5,3
arv3T_av9OoVo3SvxV4TXw,Las Vegas,89113,4.5,2
sZ3AWH6WPq38fEKijvl9vA,Las Vegas,89123,3,2
viFP7j-WLzVhkCFXWGWQDw,Las Vegas,89031,3,1
co_oBumZqxmlDZFISgQiwQ,Las Vegas,89146,4.5,1
H8syW_r5Y6QZZ0Q7HYOd1A,Las Vegas,89147,4.5,2
HNAH23RNUTTivzhebQTozw,Las Vegas,89129,3,1
4D58TPFmXDusBhctwu2Hog,Las Vegas,89110,3,1
tfKtmfAHg-XW-okgUPE-WA,Las Vegas,89109,3,3
iddCbqVjGa0NwvXp7aG6BQ,Las Vegas,89109,3.5,2
Wxxvi3LZbHNIDwJ-ZimtnA,Las Vegas,89109,4,3
d0N5HcdMCeXcX81hcRVUFw,Las Vegas,89120,2.5,1
MDy2IbPQ_qA1slyDub57Fw,Las Vegas,89103,3,3
I_WE2lVko2fd3stuzbsi9Q,Las Vegas,89106,3.5,1
CNwY37pdEDwLl1ehwog6xg,Las Vegas,89128,3.5,2
Tq_S8F5B2fSeHqLZghOqQg,Las Vegas,89183,4.5,2
6EARSVxeqMR1R33K9yNGmg,Las Vegas,89119,3,3
_ipsKxAjXX5uVlyMILoUpA,Las Vegas,89104,4,1
6GW7g_YolSIcNwAiOHcc1g,Las Vegas,89119,4.5,2
duJZ5pOHrbY3_e7ir9q_iQ,Las Vegas,89145,5,3
wsdxhfW0aVf7ayMqId1HmA,Las Vegas,89101,2.5,2
tMYYSWyTppDcF070Hmy-kQ,Las Vegas,89135,3.5,2
7hpcxyY0azlVtwAlg9N-wA,Las Vegas,89101,5,2
GUV9kiKdDTTIdCS0pjlAlw,Las Vegas,89101,5,2
gPZj-XXVwFHgd8zjJPzVCw,Las Vegas,89139,3.5,1
81-wh-qHg2hvwHQBjC0Q-w,Las Vegas,89123,3,2
lVULxfPrpjnlOzF_jilRAA,Las Vegas,89109,2.5,2
vJ0m2sONLCjC-1iZ_p_kYg,Las Vegas,89149,3.5,2
S5FTckOpSK0_Ma4c18ZEgg,Las Vegas,89121,3.5,1
bcJmbFHVAkLFqhJbUTdbyQ,Las Vegas,89102,4,1
0gTTGuA6uEmMhLhfJi0hqA,Las Vegas,89147,3.5,2
NBB6fJUDNpa6hsbmiFByfg,Las Vegas,89109,3.5,2
TrVKJkWWQeMTK_ly0PMGtg,Las Vegas,89102,3.5,2
xBA79JoRlzLNLWouEjyykQ,Las Vegas,89122,3.5,2
CbzwY3ioXAAdyynCmfGJlw,Las Vegas,89106,4,2
4dXINKRDfcRt-30R9WX-vg,Las Vegas,89134,3.5,1
ahbDELrW7CqFbOVePbF5-Q,Las Vegas,89136,4,1
q6HPYvbl4lU3meovq4xGwg,Las Vegas,89169,4,2
7lp3IV5xQNXxYcsRaaNWHA,Las Vegas,89101,1.5,2
UYkOUsxYG9BgdzFYAD4h8g,Las Vegas,89119,3.5,2
SfP326rcU5sjwGx_dQP2RQ,Las Vegas,89146,3.5,1
d83IU89GHvyT8-p8wT_hZA,Las Vegas,89109,5,1
WefDfqzrzTZRTqQNzMLayA,Las Vegas,89145,5,1
vaueMawiCmQaQutig-Bisw,Las Vegas,89109,3.5,2
Oyo5CWthu2upxxaf69MfIg,Las Vegas,89146,3.5,1
UGKdI2t19nALJT2gm25cMw,Las Vegas,89123,2.5,2
OawTcIafwcfa2gzBzf1Rbg,Las Vegas,89103,5,1
_Fo8uNT17BEBUkKvUXCZkQ,Las Vegas,89147,4.5,1
cQYPeBInV14_uLY5gWyQtg,Las Vegas,89147,4.5,2
6s7uduX1Q1KSjOKvwxYkRA,Las Vegas,89103,3.5,2
Vs7gc9EE3k9wARuUcN9piA,Las Vegas,89117,4.5,2
ElM8yyW45TAy4vjApwy7ZQ,Las Vegas,89130,5,1
_7wj87KZspahqDHxbXreMQ,Las Vegas,89123,3,2
soFDCWy__fdPcvRgJyW3OA,Las Vegas,89117,2.5,4
G9-OvE0PBQtDZmnGEB3HEQ,Las Vegas,89102,3.5,1
k0XqHU1jHKj8omqLbbTceQ,Las Vegas,89139,4.5,2
FAw1DGHY-GayAigkD-yWfQ,Las Vegas,89102,4,2
hmRR9whRtnbV5LyIC3Bxrg,Las Vegas,89109,3.5,2
H_FwiRpgRcXSV-v1-N4Qhw,Las Vegas,89119,4.5,1
hl6s4hGsJDcRhHIWrSM-UA,Las Vegas,89169,4.5,2
TRlBYLf4CxFBaGE-9FLOtA,Las Vegas,89109,4,1
Pe00LDCyz6ra2zF-1AunuQ,Las Vegas,89130,3,1
j44WXPk22-s6MtoeRiFlNA,Las Vegas,89123,3.5,2
5gZ4k_mdDOcEmCG4wHVH-g,Las Vegas,89148,2.5,2
hCsJv234v62MgdsUU1j8dQ,Las Vegas,89183,3.5,2
5GzTTxyIJVRESNFOVPXHuw,Las Vegas,89118,2.5,2
xKL4JhiFn75HyTqW8tfR6w,Las Vegas,89109,3.5,2
rJYZyjWH_GCMv-JZdykv6g,Las Vegas,89119,3,2
L7R6AowNkDoSFxmf_kjGwA,Las Vegas,89104,5,1
5SZe-u0hyquuipQL5lbg_g,Las Vegas,89121,4,2
O6eGmbnnbh0Jq80AAIfzjA,Las Vegas,89101,3.5,1
D31DDlRMXYxpZORJIldzQA,Las Vegas,89148,4,2
FhIeCF6QrsLaRvAeu0oEPQ,Las Vegas,89130,3.5,3
YPK024huhY2np5hJ_5qWCw,Las Vegas,89183,3.5,1
7Wr0piSMGiq5qy5opiLNrA,Las Vegas,89109,3.5,2
2H-o9jNW-9xEz9F69WLNuA,Las Vegas,89146,2,2
DWwxANY20LnPQ8SecPfrXQ,Las Vegas,89109,3.5,2
Q91cYZDYdoUB6WeVB6U6Dg,Las Vegas,89139,4,2
mdyUiIvgtMo6BkWKm3ksVg,Las Vegas,89129,2.5,3
8vkFJ_kA8XxDyjHfmsdEOg,Las Vegas,89135,3.5,1
cDugOhPR40gBk-DYNPYREA,Las Vegas,89139,4,1
_tLXitzH3v8_H-usIKhKXA,Las Vegas,89119,5,2
Ia1JlEo7UUyZtmqRe1K1Pw,Las Vegas,89135,3.5,2
kA-C7phIw_TmKZNNZsBALQ,Las Vegas,89129,4,2
GsXmR2sfhxj1mH18pTwuPw,Las Vegas,89166,3.5,2
GdpiEeG8oe8BnpMaENJLfg,Las Vegas,89110,4.5,1
jJ2ca6wqp_YwTsdAWzplkQ,Las Vegas,89139,4.5,1
8t4RND0dQhO0MBvyuMVkKA,Las Vegas,89106,4,1
VkECNTcZZ1mdN-VJltJcWA,Las Vegas,89119,3.5,2
WLblFINiPI18_o1OdDsnVg,Las Vegas,89119,3,1
vpoXE7CsEMZNzBMDvkuqHg,Las Vegas,89147,3,2
07MpHT8TrGDI_UVktfKMPA,Las Vegas,89135,4,2
j6D75GAJu6LdvRR1_OsxnA,Las Vegas,89101,3.5,1
afMwlotE4c2nBLilhaOxhw,Las Vegas,89109,3,2
8EDsTHnSfsAJSD17TM3fMA,Las Vegas,89117,3.5,2
bK70PtUK5nGGLzP7tChaeg,Las Vegas,89121,3,1
cNyOFhT-AVQxjynHpc8o3A,Las Vegas,89109,2.5,3
XP_YsVNF5e3O3T0j0dhCOw,Las Vegas,89109,2,2
o0Z5DoVpUUAz-4N5bA6KSA,Las Vegas,89131,3,3
jQShahssYuCqp_rCq1vNkQ,Las Vegas,89121,4,2
iznuYVvpcBC3JGeWEoV0FQ,Las Vegas,89109,4,2
9i6MDwYxNvJv2Wqop3RUTA,Las Vegas,89119,2.5,2
5PX6Ekno5-LBmQA2bA_wuQ,Las Vegas,89147,4.5,2
OFXmJwGH94K11IWQdbmQjg,Las Vegas,89178,5,1
vUsPxHrZqRzHkCj3RPzjFQ,Las Vegas,89123,4.5,2
707ST4xhNavXNvZtEL-RgQ,Las Vegas,89145,3.5,1
XX3Z43nNtZOgOXFjokejwA,Las Vegas,89118,4,1
9YiQ3o0EGmtojzjXdEfgeQ,Las Vegas,89119,4.5,1
jpv0xJhews5F71O5NjXetQ,Las Vegas,89145,4.5,2
#NAME?,Las Vegas,89117,5,2
vATbGMxLd9cZ3VY_GZAIJw,Las Vegas,89103,4,1
I7opGbXbKeNuyWvC486vNA,Las Vegas,89120,4,1
c_iQzwsTDYraPvHSKz88QA,Las Vegas,89109,3,2
i2wylw0UPybHn2OOrn4Gmg,Las Vegas,89102,3.5,3
t2ykeFfc1DcSVzs5D2dFzw,Las Vegas,89102,5,1
iPjg6Id5JRu_3AkEgbNRtA,Las Vegas,89109,3.5,4
7Ppgpgva-HP3o3h-xp2sWw,Las Vegas,89129,2,1
l6ASM0yHJkv1r7HDh6S9sQ,Las Vegas,89108,2.5,2
RUJfBZJuYEGgKYRW6mIzCQ,Las Vegas,89102,4,1
nZMXuXw4KObaNOzNPtGaiQ,Las Vegas,89113,3.5,2
u2wqrS4WenKSsuFsrLBGAA,Las Vegas,89119,4,2
aNe8ofTYrealxqv7VtFTuw,Las Vegas,89118,3.5,2
CtJCRAklyjQ67miNgSvtUw,Las Vegas,89123,4.5,2
1Df5WnLX3DqN6ymlhqznaQ,Las Vegas,89119,4.5,3
amJdJXHAKstfl-O6zJqbcA,Las Vegas,89107,2.5,2
LPnGdeEJyMMO02e02PqZBA,Las Vegas,89109,4,3
FBvdo2I6705bTQXgiOdEoQ,Las Vegas,89139,2.5,2
G36vxy1sDuTsXrvNEUKG-g,Las Vegas,89145,3.5,2
snO8Dd7fhBLt25O2o3gzYw,Las Vegas,89117,5,2
RQLtG9VxwPPUMNGqN4T0Yg,Las Vegas,89104,2.5,1
WRQ-9LluyivReFiQZFUujw,Las Vegas,89117,4.5,1
SUId4_VNhQZUHNl-zqm_Vw,Las Vegas,89123,4.5,1
CYXz0Ze2cG0jVdtYI5yvoQ,Las Vegas,89109,4,3
2mW2zWzctk8h5Q3PddzFKA,Las Vegas,89169,4,1
suYT-HxZiLe7nFFPqYDwig,Las Vegas,89108,3.5,2
9YB4qqmyglww3bbW7i0kOA,Las Vegas,89102,4,2
F3qjj0WbV_xi9URzw3Nf7w,Las Vegas,89109,5,4
8wFiWvlfOVt1zvAvsoLw2g,Las Vegas,89169,3,1
y5lTP-VEkT7feZmGxNxO9w,Las Vegas,89183,3,2
udxOO5Gvf1rfy0TdDj3-EA,Las Vegas,89183,3.5,2
zfNKdsuT7bWWN-f3v5Rj_g,Las Vegas,89121,4,1
f_eiOrEcMnkHB7GvQVOHkQ,Las Vegas,89109,4,2
CgF0aw5JgUnpn4BrieN5QA,Las Vegas,89109,3.5,2
GIx1awHeMv4drFpqz-1t7g,Las Vegas,89183,3.5,2
LFhF2la-C_vrNrQRz5GnIA,Las Vegas,89108,2,1
d6BOggptRCZcw7y5SI5Tww,Las Vegas,89146,1.5,2
74C1z6cqEdvJVgETTcEodw,Las Vegas,89109,4,3
v69i011Y7eZqvNbpuLnrtA,Las Vegas,89102,5,3
ByA7lECfIG8RwQICcMnyBQ,Las Vegas,89109,3,4
XqKJ6PHxt7fbUptQe_SJcg,Las Vegas,89128,3.5,2
LUN6swQYa4xJKaM_UEUOEw,Las Vegas,89109,4.5,2
YOZgLDLNLAe2nP1sw5inYw,Las Vegas,89104,4.5,2
hOJ5c8kA1bnhJuOAh_QjfA,Las Vegas,89117,3,3
fOFkU3gc9ekFiP9FWRgYTA,Las Vegas,89128,2.5,1
2k01kgbLdNV9b19GrOqdNA,Las Vegas,89104,4.5,2
0wkb5qqHP6PQlNhgwg2UmQ,Las Vegas,89119,3,3
VONg0lyHm7fUdARWjkkjCQ,Las Vegas,89119,5,2
Z7uUe-lE3PaHwz7bh4XgVA,Las Vegas,89102,4.5,1
klEZ5XCoRd5lwcEwK7cMXQ,Las Vegas,89149,3.5,2
s6NlcpD-dLM4U7Q1T9uxJA,Las Vegas,89149,3,2
kGy_vTomM-yAEz6iRt_Unw,Las Vegas,89108,3.5,2
3LtBbiCfZiRd_32RlbQInQ,Las Vegas,89101,5,2
pif8Io-Jn2veckVGzkEyJw,Las Vegas,89103,2,2
096iGHoQ-UImxUExuyqlZA,Las Vegas,89130,5,1
4h1MHwFGWEx7H-KiHonEkg,Las Vegas,89135,4.5,2
5uT16_Lpl3hwvcONNds6DQ,Las Vegas,89106,3,3
dcGFb4SWiR_Fs13zpOfOjg,Las Vegas,89148,2.5,2
UED302E-B2OyVr0mssARnA,Las Vegas,89118,3,1
HAg1cURR8b1f1lVKtbtA8w,Las Vegas,89110,4,1
c5TOGBUCCUUNBPM7h_KbmQ,Las Vegas,89139,4,1
OI9a0_l82kvBoKGZI8grwg,Las Vegas,89104,2.5,1
3YKFxMfFfK-55u2PuaRNog,Las Vegas,89147,3,2
KyQL98YGPBFpc-T9BlFqNQ,Las Vegas,89147,5,2
QRAmGlMF7_sLq8YZ_L1POQ,Las Vegas,89109,4,2
rIGPzxycWfmGQS3RHpVaNA,Las Vegas,89101,4,2
hvz-FzjCOWF0hIYltzMPKQ,Las Vegas,89145,5,1
a6RZ3ampzMPiu0drkw9WWw,Las Vegas,89109,3.5,2
OrfTQORRoCAG_pjCswDwBw,Las Vegas,89108,2,2
Yiw2jUJzUdFmglHZgj4RaQ,Las Vegas,89117,4,2
CrAijJgeEj2L-bdQB3vvSw,Las Vegas,89134,3,2
Xgm4gimm3XgR_npVErR1dA,Las Vegas,89102,4,2
atVh8viqTj-sqDJ35tAYVg,Las Vegas,89139,3.5,1
gc_GGat7TgNCmrgc4nVOgw,Las Vegas,89109,3.5,3
T1XikHI9k4VtoNzQVpIATA,Las Vegas,89121,5,1
1bfG-RJrbTmPBPHXdTx8ww,Las Vegas,89102,3.5,2
